Cod,title,year,Decade,lifetime_gross,ratingInteger,ratingCount,duration,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
L000035,ANNIE HALL,1977,1970s,38251425,8,138617,5580,26,7,41,37,408,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000036,STAR WARS,1977,1970s,460998007,9,631839,7260,35,26,190,23660,1325,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000236,A BRIDGE TOO FAR,1977,1970s,50750000,7,32836,10500,4,4,61,40,191,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L000261,CLOSE ENCOUNTERS OF THE THIRD KIND,1977,1970s,135189114,8,109524,8220,15,33,90,786,307,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000386,PETE'S DRAGON,1977,1970s,39588000,6,12819,6120,0,4,34,49,74,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000518,THE SPY WHO LOVED ME,1977,1970s,46838673,7,58825,7500,2,7,43,297,247,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000899,BLACK SUNDAY,1977,1970s,15769322,7,4217,8580,0,0,9,21,64,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000900,HIGH ANXIETY,1977,1970s,31063038,7,11610,5640,0,0,21,74,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000901,THE RESCUERS,1977,1970s,71215869,7,29633,4680,2,0,34,33,58,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002514,BOBBY DEERFIELD,1977,1970s,9300000,6,2401,7440,0,0,17,3,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002515,THE DEEP,1977,1970s,47346365,6,7149,7380,0,2,43,73,54,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
L002516,EXORCIST II: THE HERETIC,1977,1970s,30749142,4,13573,7080,0,0,14,53,234,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
L002517,THE GAUNTLET,1977,1970s,26414658,6,12475,6540,0,0,27,35,96,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002518,HERBIE GOES TO MONTE CARLO,1977,1970s,29000000,5,4001,6300,0,0,14,12,15,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002519,MARCH OR DIE,1977,1970s,1000000,6,1942,6420,0,0,9,4,22,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L002520,JULIA,1977,1970s,20714400,7,5285,7020,21,21,35,7,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002521,SATURDAY NIGHT FEVER,1977,1970s,94213184,7,43545,7080,7,8,72,484,195,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L002522,SLAP SHOT,1977,1970s,28000000,7,24636,7380,1,2,39,112,135,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L002523,SMOKEY AND THE BANDIT,1977,1970s,126737428,7,27285,5760,0,1,24,202,140,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000037,THE DEER HUNTER,1978,1970s,48979328,8,174642,10920,21,17,39,488,949,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L000147,DEATH ON THE NILE,1978,1970s,14560084,7,15392,8400,4,5,29,41,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000294,JAWS 2,1978,1970s,81766007,6,39506,6960,0,0,38,76,235,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L000420,INVASION OF THE BODY SNATCHERS,1978,1970s,24946533,7,27955,6900,3,8,28,511,148,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
L000620,DAYS OF HEAVEN,1978,1970s,3446749,8,28278,5640,12,8,29,491,166,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000902,THE BUDDY HOLLY STORY,1978,1970s,14363400,7,5132,6840,4,3,14,35,50,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L000903,CONVOY,1978,1970s,22765081,6,9046,6600,1,0,38,22,72,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000904,FORCE 10 FROM NAVARONE,1978,1970s,7230000,6,11409,7080,0,0,45,13,70,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L000905,FOUL PLAY,1978,1970s,44999621,7,8535,6960,0,8,8,66,78,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000906,GREASE,1978,1970s,188755690,7,123712,6600,3,7,99,772,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
L000907,HALLOWEEN,1978,1970s,47000000,8,122719,5460,3,3,61,1667,1131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L000908,INTERIORS,1978,1970s,10432366,8,11003,5580,10,6,18,49,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000909,THE LORD OF THE RINGS,1978,1970s,30471420,6,20595,7920,1,2,43,4415,303,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000910,MIDNIGHT EXPRESS,1978,1970s,35000000,8,43970,7260,14,12,37,144,232,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000911,SUPERMAN,1978,1970s,134218018,7,100424,8580,13,16,73,2901,456,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000912,THE WIZ,1978,1970s,21049053,5,8834,8040,1,7,15,152,139,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002524,THE BIG FIX,1978,1970s,13062708,6,895,6480,0,0,2,11,11,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L002526,COMING HOME,1978,1970s,32653905,7,7498,7620,14,11,33,676,63,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L002527,EVERY WHICH WAY BUT LOOSE,1978,1970s,85196485,6,13856,6600,1,0,18,58,56,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002528,GOIN' SOUTH,1978,1970s,7435671,6,3874,6300,0,0,14,5,37,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L002529,HEAVEN CAN WAIT,1978,1970s,81640278,7,11883,6060,8,13,28,130,88,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002530,HOOPER,1978,1970s,78000000,6,3341,5940,0,1,21,44,28,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002531,THE LAST WALTZ,1978,1970s,322313,8,10928,7020,2,3,24,136,107,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L002532,REVENGE OF THE PINK PANTHER,1978,1970s,49579269,7,13014,5940,1,1,34,14,56,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002533,STRAIGHT TIME,1978,1970s,9900000,7,4083,6840,0,0,16,38,45,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002534,UP IN SMOKE,1978,1970s,44364244,7,23788,5160,0,0,9,94,70,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L000038,ALIEN,1979,1970s,80931801,9,391737,7020,12,18,126,5671,991,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
L000039,APOCALYPSE NOW,1979,1970s,83471511,9,333178,9180,17,30,76,1356,896,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L000163,MANHATTAN,1979,1970s,39946780,8,83078,5760,19,14,43,35,216,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000217,ESCAPE FROM ALCATRAZ,1979,1970s,43000000,8,66636,6720,0,0,32,64,130,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000226,BEING THERE,1979,1970s,30177511,8,42469,7800,15,10,22,174,259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000259,STAR TREK: THE MOTION PICTURE,1979,1970s,82258456,6,49916,7920,2,15,48,217,372,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
L000307,KRAMER VS. KRAMER,1979,1970s,106260000,8,74105,6300,38,17,33,311,157,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000318,ROCKY II,1979,1970s,85182160,7,90550,7140,2,1,58,107,141,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L000913,10,1979,1970s,74865517,6,10316,7320,0,6,26,6,55,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000914,THE BLACK HOLE,1979,1970s,35841901,6,15610,5880,0,5,40,160,211,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000915,BREAKING AWAY,1979,1970s,16424918,8,14499,6060,15,9,17,175,91,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L000916,THE CHINA SYNDROME,1979,1970s,51718367,7,17243,7320,7,10,30,88,89,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000917,HAIR,1979,1970s,15284643,8,21935,7260,2,2,54,72,144,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L000918,METEOR,1979,1970s,8400000,5,4388,6480,0,0,10,14,81,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000919,MOONRAKER,1979,1970s,70308099,6,53334,7560,1,4,51,170,267,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000920,THE SEDUCTION OF JOE TYNAN,1979,1970s,19595168,6,1006,6480,8,0,4,7,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002525,BUCK ROGERS IN THE 25TH CENTURY,1979,1970s,21671241,6,2034,5880,1,1,4,0,29,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L002535,1941,1979,1970s,31755742,6,21358,6660,0,0,21,4,205,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L002536,THE AMITYVILLE HORROR,1979,1970s,86432000,6,22997,7020,0,3,40,35,275,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L002537,THE APPLE DUMPLING GANG RIDES AGAIN,1979,1970s,20931111,6,1214,5280,0,0,7,5,9,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L002538,DRACULA,1979,1970s,20158970,6,5900,6540,1,4,12,47,107,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
L002539,THE FRISCO KID,1979,1970s,9346177,6,5833,6840,0,0,11,10,51,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L002540,THE JERK,1979,1970s,73691419,7,35815,5640,0,0,32,96,106,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002541,LOVE AT FIRST BITE,1979,1970s,43885000,6,3646,5760,3,3,5,28,44,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
L002542,THE MUPPET MOVIE,1979,1970s,65200000,8,21409,5700,3,9,41,271,88,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002543,NORTH DALLAS FORTY,1979,1970s,26079312,7,3169,7140,3,0,16,33,39,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L002544,PHANTASM,1979,1970s,11988469,7,19080,5280,1,1,18,476,250,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
L002545,THE ROSE,1979,1970s,29174648,7,4971,7500,7,5,26,36,47,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L002546,STARTING OVER,1979,1970s,35649012,7,1394,6300,0,5,8,127,27,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002547,THE WANDERERS,1979,1970s,14492,8,6027,7020,0,0,18,21,51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002548,THE WARRIORS,1979,1970s,22490039,8,57732,5520,0,0,17,269,365,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000040,THE ELEPHANT MAN,1980,1980s,26010864,8,120156,7440,10,13,36,242,325,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000041,RAGING BULL,1980,1980s,23383987,8,172854,7740,26,19,51,1478,454,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L000042,THE SHINING,1980,1980s,44360123,9,418163,8640,2,5,16,1528,1208,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L000202,STARDUST MEMORIES,1980,1980s,10389003,8,12779,5340,0,0,13,76,98,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000240,KAGEMUSHA,1980,1980s,4000000,8,19187,10800,20,3,19,64,84,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L000390,FRIDAY THE 13TH,1980,1980s,39754601,7,60304,5700,0,0,25,2227,611,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L000443,COAL MINER'S DAUGHTER,1980,1980s,67182787,8,10497,7500,8,13,14,98,75,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L000469,THE BIG RED ONE,1980,1980s,7206220,7,12653,6780,2,1,25,45,109,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L000666,ORDINARY PEOPLE,1980,1980s,54766923,8,27901,7440,20,9,20,487,265,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000731,SOMEWHERE IN TIME,1980,1980s,9709597,7,16820,6180,6,3,16,81,231,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000921,THE BLUES BROTHERS,1980,1980s,57229890,8,111252,7980,1,0,59,497,300,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L000922,DRESSED TO KILL,1980,1980s,31899000,7,18391,6300,1,6,27,248,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000923,THE FIENDISH PLOT OF DR. FU MANCHU,1980,1980s,10697276,5,1372,6000,0,0,7,2,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000924,THE FINAL COUNTDOWN,1980,1980s,16647800,7,13222,6180,1,2,17,108,131,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000925,THE FOG,1980,1980s,21378361,7,35912,5340,1,2,30,320,313,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L000926,HEAVEN'S GATE,1980,1980s,3484331,7,7840,13140,1,5,26,175,172,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000927,THE HUNTER,1980,1980s,16274150,6,2633,5820,1,0,11,29,40,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000928,THE MIRROR CRACK'D,1980,1980s,11000000,6,3767,6300,0,0,23,19,62,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000929,POPEYE,1980,1980s,49823037,5,18732,6840,0,0,8,120,156,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000930,PROM NIGHT,1980,1980s,14796236,5,8002,5340,0,0,13,54,173,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
L000932,A SMALL CIRCLE OF FRIENDS,1980,1980s,766760,6,304,6780,0,0,3,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002549,AIRPLANE!,1980,1980s,83453539,8,126474,5280,2,5,85,51,393,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002550,ALTERED STATES,1980,1980s,19853892,7,19631,6120,1,4,23,180,124,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L002551,AMERICAN GIGOLO,1980,1980s,22743674,6,13197,7020,0,0,18,204,64,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002552,ANY WHICH WAY YOU CAN,1980,1980s,70687344,6,10514,6900,0,0,19,27,41,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002553,THE BLUE LAGOON,1980,1980s,58853106,6,41947,6240,1,5,30,85,127,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002554,BRONCO BILLY,1980,1980s,24265659,6,6807,6960,0,0,25,22,41,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002555,CADDYSHACK,1980,1980s,39846344,7,66187,5880,0,0,39,346,234,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L002556,FAME,1980,1980s,21202829,7,13930,8040,4,16,17,13,96,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
L002557,HOW TO BEAT THE HIGH CO$T OF LIVING,1980,1980s,7500000,6,811,6300,0,0,17,0,25,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002558,THE LAST FLIGHT OF NOAH'S ARK,1980,1980s,11000000,6,693,5820,0,0,11,2,7,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002559,MELVIN AND HOWARD,1980,1980s,4309490,7,3041,5700,19,5,10,41,33,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002560,MY BODYGUARD,1980,1980s,22482952,7,5939,5760,1,2,9,34,53,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002561,THE NUDE BOMB,1980,1980s,14662035,5,2338,5640,0,0,4,9,27,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L002562,STIR CRAZY,1980,1980s,101300000,7,15230,6660,0,0,14,35,44,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002563,THE STUNT MAN,1980,1980s,7063886,7,6076,7860,5,7,22,104,80,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000043,RAIDERS OF THE LOST ARK,1981,1980s,248159971,9,473742,6900,25,22,69,2004,691,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000166,GALLIPOLI,1981,1980s,5732587,8,24493,6600,11,5,30,86,108,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000522,FOR YOUR EYES ONLY,1981,1980s,54812802,7,55818,7620,2,3,26,238,234,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000639,THE HOWLING,1981,1980s,17985893,7,17942,5460,2,2,26,431,182,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L000931,SCANNERS,1981,1980s,14225876,7,26245,6180,3,9,21,230,141,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
L000933,AN AMERICAN WEREWOLF IN LONDON,1981,1980s,30565292,8,49080,5820,2,3,47,884,310,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L000934,BODY HEAT,1981,1980s,24058838,7,19259,6780,1,3,29,157,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000935,THE CANNONBALL RUN,1981,1980s,72179579,6,21555,5700,1,1,18,108,103,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000936,DRAGONSLAYER,1981,1980s,14110013,7,9095,6480,0,5,13,43,96,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000937,ESCAPE FROM NEW YORK,1981,1980s,25244626,7,69057,5940,0,0,35,807,258,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000938,EXCALIBUR,1981,1980s,34967437,8,39909,8400,2,9,35,186,317,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000939,THE FOUR SEASONS,1981,1980s,50427646,7,2836,6420,1,1,5,12,31,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000940,THE FOX AND THE HOUND,1981,1980s,63456988,7,46024,4980,1,2,38,78,75,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000941,THE FRENCH LIEUTENANT'S WOMAN,1981,1980s,26890068,7,7362,7440,10,13,19,70,54,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000942,HALLOWEEN II,1981,1980s,25533818,7,38710,5520,0,0,28,350,448,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L000943,HISTORY OF THE WORLD: PART I,1981,1980s,31672907,7,28291,5520,0,0,12,60,126,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L000944,MODERN PROBLEMS,1981,1980s,26154211,5,3168,5340,0,0,3,6,40,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000945,ON GOLDEN POND,1981,1980s,119285432,8,17871,6540,14,20,26,118,96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000946,OUTLAND,1981,1980s,17374595,7,17661,6720,1,6,40,54,125,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000947,THE POSTMAN ALWAYS RINGS TWICE,1981,1980s,12376625,7,13553,7320,1,1,14,70,41,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000948,RAGTIME,1981,1980s,11099118,7,5562,9300,2,12,47,49,49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002564,TIME BANDITS,1981,1980s,42365581,7,37890,6960,1,8,36,249,163,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002565,ABSENCE OF MALICE,1981,1980s,40716963,7,7775,6960,4,4,32,16,67,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
L002566,ARTHUR,1981,1980s,95461682,7,18897,5820,10,5,30,505,108,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002567,BLOW OUT,1981,1980s,12000000,7,20964,6420,1,1,5,0,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L002568,CHARIOTS OF FIRE,1981,1980s,58972904,7,31460,7440,17,16,48,391,201,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L002569,CLASH OF THE TITANS,1981,1980s,41092328,7,28650,7080,2,5,32,6,175,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002570,CUTTER'S WAY,1981,1980s,1729274,7,2921,6540,2,1,17,20,47,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L002572,FRIDAY THE 13TH PART 2,1981,1980s,21722776,6,29880,5220,0,0,20,170,367,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
L002573,THE GREAT MUPPET CAPER,1981,1980s,31206251,7,7890,5700,0,1,24,141,40,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
